 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      0.0        1,603,668         22   72,894.0  72,881.0    72,832    73,057         56.6  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param8x32x1_strided_unit_stride_exec…
      0.0        1,582,416        172    9,200.1   7,360.0     7,264    13,664      2,477.5  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x256x32_stage3_warpsize2x4x1_tensor16x8x16_execute…
      0.0        1,581,873        498    3,176.5   3,168.0     2,688     3,776        294.2  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize256x64x32_stage3_warpsize4x1x1_tensor16x8x16_execute_…
      0.0        1,579,668         18   87,759.3  87,729.5    87,521    88,129        164.0  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param64x8x1_strided_unit_stride_exec…
      0.0        1,570,164         18   87,231.3  87,217.5    87,168    87,426         70.1  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param64x8x1_strided_unit_stride_exec…
      0.0        1,558,831        502    3,105.2   2,688.0     1,984     8,192      1,076.5  cuInt8::nchwToNcqhw4(const signed char *, unsigned int *, int, int, int, int, int, int, const float…
      0.0        1,545,393        538    2,872.5   2,688.0     1,632     5,344      1,264.7  void cuInt8::nhwc8Tonchhw2<(int)32, (int)32, (int)2>(const __half *, __half *, int, int, int, int, …
      0.0        1,521,906        484    3,144.4   3,056.0     2,336     7,872        590.1  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x32x64_stage4_warpsize2x2x1_tensor16x8x8_execute_s…
      0.0        1,510,513         34   44,426.9  44,385.0    44,288    45,184        144.1  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param16x8x1_strided_unit_stride_exec…
      0.0        1,479,058        450    3,286.8   3,104.0     1,856     5,857      1,361.9  void cuInt8::nhwcTonchw<__half, (int)32, (int)32, (int)2>(const __half *, T1 *, int, int, int, int,…
      0.0        1,447,918        426    3,398.9   3,200.0     2,880     4,928        556.0  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x64x64_stage2_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        1,425,560        418    3,410.4   3,200.0     2,880     4,928        561.2  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x64x64_stage2_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        1,413,296         34   41,567.5  41,552.5    41,217    42,592        228.1  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param32x4x1_strided_unit_stride_exec…
      0.0        1,409,490         34   41,455.6  41,440.5    41,025    42,017        234.3  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param32x4x1_strided_unit_stride_exec…
      0.0        1,402,261         22   63,739.1  63,744.5    63,361    64,161        216.7  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param4x32x1_strided_unit_stride_exec…
      0.0        1,399,924        864    1,620.3   1,504.0     1,216     2,208        311.4  cuInt8::nc32hw32ToNcqhw4(const char4 *, char4 *, nvinfer1::rt::ReducedDivisor, int, nvinfer1::rt::R…
      0.0        1,398,581        172    8,131.3   7,984.0     7,744     8,737        256.9  sm80_xmma_conv_fprop_smallk_i8i8_i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_32_warptilesize16…
      0.0        1,365,840         46   29,692.2  29,664.5    26,592    31,712        991.7  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param4x32x1_strided_unit_stride_exec…
      0.0        1,349,614         62   21,768.0  21,760.0    21,568    22,112        137.3  sm70_xmma_fprop_conv1x1_f32f32_f32_f32_nchwkcrs_nchw_simt_small_batch_bias_relu_exec_conv1x1_kernel…
      0.0        1,349,106         62   21,759.8  21,760.0    21,472    22,080        136.6  sm70_xmma_gemm_as_conv1x1_f32f32_f32_f32_tn_n_simt_small_batch_bias_relu_exec_conv1x1_kernel_0_kern…
      0.0        1,347,634         30   44,921.1  44,928.0    44,769    45,216         96.3  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param16x8x1_strided_unit_stride_exec…
      0.0        1,332,597         50   26,651.9  26,608.5    25,696    28,001        470.3  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param8x32x1_strided_unit_stride_exec…
      0.0        1,329,203         50   26,584.1  26,496.5    25,856    28,000        456.3  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param8x32x32_strided_unit_stride_exe…
      0.0        1,323,892         62   21,353.1  21,296.5    21,089    23,392        295.8  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param16x8x8_strided_unit_stride_exec…
      0.0        1,316,467         62   21,233.3  21,185.0    20,992    23,584        314.7  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param64x8x8_strided_unit_stride_exec…
      0.0        1,308,750         62   21,108.9  21,057.0    20,864    23,073        286.1  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param4x32x32_strided_unit_stride_exe…
      0.0        1,306,985        426    3,068.0   2,880.0     2,336     4,672        538.2  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x32x64_stage4_warpsize2x2x1_tensor16x8x8_execute_s…
      0.0        1,305,553         58   22,509.5  22,448.5    22,016    24,416        354.0  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param8x32x32_strided_unit_stride_exe…
      0.0        1,303,546         62   21,024.9  20,992.0    20,832    23,009        277.7  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param64x8x1_strided_unit_stride_exec…
      0.0        1,290,640         78   16,546.7  16,544.0    15,872    17,248        338.8  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param4x32x32_strided_unit_stride_exe…
      0.0        1,289,361         66   19,535.8  20,128.0    17,217    21,440      1,201.4  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param64x2x1_strided_unit_stride_exec…
      0.0        1,287,216         82   15,697.8  15,649.0    15,616    18,400        303.3  sm72_trt_conv_act_pool_v2_tile_rows_16_tile_cols_240_execute_kernel_trt                             
      0.0        1,286,766         46   27,973.2  28,864.5    25,344    29,441      1,295.5  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param4x32x32_strided_unit_stride_exe…
      0.0        1,278,160         54   23,669.6  23,680.0    23,360    23,968        139.6  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param16x32x32_strided_unit_stride_ex…
      0.0        1,274,642         90   14,162.7  14,080.0    14,048    20,224        655.2  sm72_trt_conv_act_pool_v2_tile_rows_20_tile_cols_100_execute_kernel_trt                             
      0.0        1,263,310         58   21,781.2  21,776.5    21,505    22,113        139.2  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param16x32x32_strided_unit_stride_ex…
      0.0        1,259,467         94   13,398.6  13,120.0    13,024    15,425        638.0  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param64x8x8_strided_unit_stride_exec…
      0.0        1,258,638         78   16,136.4  16,128.5    15,968    16,288         60.5  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param8x32x1_strided_unit_stride_exec…
      0.0        1,255,888         58   21,653.2  21,664.0    21,120    22,433        213.4  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param16x8x8_strided_unit_stride_exec…
      0.0        1,253,230         50   25,064.6  24,976.5    23,680    26,273        728.4  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param64x2x1_strided_unit_stride_exec…
      0.0        1,251,921         58   21,584.8  21,568.0    21,217    22,145        210.0  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param64x8x8_strided_unit_stride_exec…
      0.0        1,250,704         86   14,543.1  14,529.0    14,400    14,881         66.4  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param8x32x32_strided_unit_stride_exe…
      0.0        1,250,222        102   12,257.1  12,432.5    11,680    12,768        374.0  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param64x8x1_strided_unit_stride_exec…
      0.0        1,249,326        106   11,786.1  11,776.0    11,680    11,968         52.3  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param64x8x8_strided_unit_stride_exec…
      0.0        1,247,505         74   16,858.2  16,833.0    16,800    17,824        115.1  sm72_trt_conv_act_pool_v2_tile_rows_16_tile_cols_100_execute_kernel_trt                             
      0.0        1,247,084         58   21,501.4  21,440.0    21,248    23,552        313.6  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param32x4x1_strided_unit_stride_exec…
      0.0        1,246,961         98   12,724.1  12,705.0    12,672    13,152         48.5  sm72_trt_conv_act_pool_execute_kernel_trt                                                           
      0.0        1,238,542         78   15,878.7  15,872.0    15,776    16,896        122.7  sm72_trt_conv_act_pool_v2_tile_rows_16_tile_cols_200_execute_kernel_trt                             
      0.0        1,236,780         90   13,742.0  13,760.0    12,672    14,112        201.8  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param32x4x4_strided_unit_stride_exec…
      0.0        1,235,409         58   21,300.2  21,248.0    21,056    24,032        390.9  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param32x4x4_strided_unit_stride_exec…
      0.0        1,232,784         58   21,254.9  21,248.0    21,024    21,441         89.5  sm50_xmma_cublas_gemvx_f32f32_f32_f32_nn_n_int32_unit_n_launch_param16x8x1_strided_unit_stride_exec…
      0.0        1,232,753         54   22,828.8  22,816.0    22,208    23,489        315.2  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param32x4x4_strided_unit_stride_exec…
      0.0        1,231,091         98   12,562.2  12,545.0    12,480    13,473         96.2  sm72_trt_conv_act_pool_v2_tile_rows_12_tile_cols_240_execute_kernel_trt                             
      0.0        1,229,873         90   13,665.3  13,664.0    13,600    14,560         98.7  sm72_trt_conv_act_pool_v2_tile_rows_12_tile_cols_100_execute_kernel_trt                             
      0.0        1,229,361         94   13,078.3  13,056.0    13,024    13,984         97.9  sm72_trt_conv_act_pool_v2_tile_rows_12_tile_cols_200_execute_kernel_trt                             
      0.0        1,227,634         78   15,738.9  15,712.0    15,648    18,560        324.5  sm72_trt_conv_act_pool_v2_tile_rows_16_tile_cols_224_execute_kernel_trt                             
      0.0        1,222,992         98   12,479.5  12,448.0    12,416    15,328        291.4  sm72_trt_conv_act_pool_v2_tile_rows_16_tile_cols_120_execute_kernel_trt                             
      0.0        1,220,273         98   12,451.8  12,448.0    12,128    12,928        205.1  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param16x8x8_strided_unit_stride_exec…
      0.0        1,219,568         66   18,478.3  18,432.0    18,368    21,345        359.5  sm72_trt_conv_act_pool_v2_tile_rows_20_tile_cols_200_execute_kernel_trt                             
      0.0        1,203,824         66   18,239.8  18,144.0    18,112    24,160        740.2  sm72_trt_conv_act_pool_v2_tile_rows_20_tile_cols_240_execute_kernel_trt                             
      0.0        1,200,719         66   18,192.7  18,368.0    17,856    18,625        262.9  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param4x32x1_strided_unit_stride_exec…
      0.0        1,198,828        118   10,159.6  10,144.0    10,112    10,945         74.9  sm72_trt_conv_act_pool_v2_tile_rows_12_tile_cols_120_execute_kernel_trt                             
      0.0        1,197,325        102   11,738.5  11,713.0    11,648    12,352         80.8  sm80_trt_conv_act_pool_v3_tile_rows_4_tile_cols_112_execute_kernel_trt                              
      0.0        1,192,753        106   11,252.4  11,265.0    11,072    11,552        102.1  sm80_trt_conv_act_pool_v3_tile_rows_4_tile_cols_120_execute_kernel_trt                              
      0.0        1,190,445        130    9,157.3   9,152.0     9,056     9,281         41.0  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param16x32x32_strided_unit_stride_ex…
      0.0        1,189,107        126    9,437.4   9,440.0     9,376     9,568         26.2  sm80_trt_conv_act_pool_v3_tile_rows_8_tile_cols_124_execute_kernel_trt                              
      0.0        1,188,401        126    9,431.8   9,440.0     9,280     9,632         50.3  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param16x32x32_strided_unit_stride_ex…
      0.0        1,187,730        118   10,065.5  10,049.0     9,984    10,273         37.8  sm80_trt_conv_act_pool_v3_tile_rows_4_tile_cols_124_execute_kernel_trt                              
      0.0        1,183,854        110   10,762.3  10,784.0    10,592    11,296        116.7  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param8x32x32_strided_unit_stride_exe…
      0.0        1,178,961         84   14,035.3  13,952.0    13,920    20,672        733.1  sm72_trt_conv_act_pool_v2_tile_rows_20_tile_cols_120_execute_kernel_trt                             
      0.0        1,177,802        134    8,789.6   8,736.0     8,320     9,184        269.6  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param16x8x1_strided_unit_stride_exec…
      0.0        1,171,407        122    9,601.7   9,472.0     9,376    10,945        424.6  sm80_trt_conv_act_pool_v3_tile_rows_4_tile_cols_116_execute_kernel_trt                              
      0.0        1,170,577        126    9,290.3   9,280.0     9,216     9,408         24.1  sm80_trt_conv_act_pool_v3_tile_rows_8_tile_cols_120_execute_kernel_trt                              
      0.0        1,169,066        126    9,278.3   9,280.0     9,216     9,536         35.3  sm80_trt_conv_act_pool_v3_tile_rows_8_tile_cols_112_execute_kernel_trt                              
      0.0        1,168,460        138    8,467.1   8,480.0     8,287     8,640         73.2  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param4x32x32_strided_unit_stride_exe…
      0.0        1,151,884        128    8,999.1   9,056.0     8,256     9,536        191.2  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param16x8x8_strided_unit_stride_exec…
      0.0        1,129,007        110   10,263.7  10,176.0     9,856    15,104        655.7  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param32x4x4_strided_unit_stride_exec…
      0.0        1,120,113        318    3,522.4   3,168.0     3,104     4,353        520.0  sm72_xmma_pooling_IMMA_NCxHW32_gap_execute_kernel_trt                                               
      0.0        1,099,116        158    6,956.4   6,896.0     6,591    12,897        685.4  sm70_xmma_gemm_as_conv1x1_f16f16_f16_f16_tn_n_simt_small_batch_bias_relu_exec_conv1x1_kernel_0_kern…
      0.0        1,083,278        344    3,149.1   3,008.5     2,944     3,552        174.6  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        1,032,782        172    6,004.5   6,016.0     5,984     6,176         24.7  sm50_xmma_pooling_nd_NDHWC_kAVERAGE_kGENERIC_3D_POOLING_MODE_kHALF_3_execute_kernel_trt             
      0.0        1,006,957        174    5,787.1   5,792.0     5,760     5,856         15.2  sm72_xmma_pooling_IMMA_NCxHW32_generic_kAVERAGE_execute_kernel_trt                                  
      0.0          994,059         70   14,200.8  14,752.0     9,504    15,520      1,626.7  sm50_xmma_cublas_gemvx_f16f16_f32_f32_nn_n_int32_unit_n_launch_param32x4x1_strided_unit_stride_exec…
      0.0          967,950        186    5,204.0   5,184.0     5,184     6,464         94.2  sm50_xmma_pooling_tiled_INT8NCxHW4_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll8_tThreads49_execute_ker…
      0.0          938,991        194    4,840.2   4,832.0     4,768     4,896         22.2  sm50_xmma_pooling_coalescedC_NHWC_kAVERAGE_3_True_execute_kernel_trt                                
      0.0          934,670        210    4,450.8   4,448.0     4,416     4,608         20.6  sm50_xmma_pooling_nd_NCDHW_kAVERAGE_kGENERIC_3D_POOLING_MODE_kFLOAT_0_execute_kernel_trt            
      0.0          930,663        184    5,058.0   5,056.0     5,024     5,089         11.7  sm50_xmma_pooling_CHWPacked_NCxHW4_kAVERAGE_execute_kernel_trt                                      
      0.0          920,208        202    4,555.5   4,544.0     4,512     5,665         82.7  sm50_xmma_pooling_tiled_FP32NCHW_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll5_tThreads49_execute_kerne…
      0.0          917,929        194    4,731.6   4,736.0     4,703     5,760         75.8  sm50_xmma_pooling_tiled_INT8NCxHW4_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll7_tThreads49_execute_ker…
      0.0          914,954        186    4,919.1   4,896.0     4,832     6,816        201.7  sm50_xmma_pooling_tiled_INT8NCxHW4_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll6_tThreads49_execute_ker…
      0.0          914,763        192    4,764.4   4,768.0     4,736     4,801         14.2  sm50_xmma_pooling_nd_NCDHW_kAVERAGE_kGENERIC_3D_POOLING_MODE_kHALF_0_execute_kernel_trt             
      0.0          903,688        210    4,303.3   4,288.5     4,256     4,352         16.9  sm50_xmma_pooling_tiled_FP32NCHW_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll3_tThreads49_execute_kerne…
      0.0          902,445        194    4,651.8   4,640.0     4,608     5,729         81.9  sm50_xmma_pooling_tiled_FP32NCHW_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll8_tThreads49_execute_kerne…
      0.0          902,218        202    4,466.4   4,449.0     4,416     4,640         33.0  sm50_xmma_pooling_tiled_FP32NCHW_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll1_tThreads49_execute_kerne…
      0.0          901,708        198    4,554.1   4,544.0     4,512     4,672         17.7  sm50_xmma_pooling_CHWPacked_NCxHW2_kAVERAGE_execute_kernel_trt                                      
      0.0          901,200        206    4,374.8   4,353.0     4,352     5,408         77.2  sm50_xmma_pooling_tiled_FP32NCHW_kAVERAGE_tP1_tQ1_tR7_tS7_tU1_tV1_tUnroll7_tThreads49_execute_kerne…
